id,start,end,method,host,path,url,statusCode,contentType,requestBytes,responseBytes
015,2026-07-31T18:57:36.9840018+09:00,2026-07-31T18:57:37.0082542+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/loginFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/loginFrame.xfdl.js,200,application/javascript,640,18448
016,2026-07-31T18:57:36.9840018+09:00,2026-07-31T18:57:37.0132519+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/portalTabFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/portalTabFrame.xfdl.js,200,application/javascript,644,10885
017,2026-07-31T18:57:36.9840018+09:00,2026-07-31T18:57:37.0132519+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/topFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/topFrame.xfdl.js,200,application/javascript,638,59092
018,2026-07-31T18:57:36.9869987+09:00,2026-07-31T18:57:37.0173498+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/rightFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/rightFrame.xfdl.js,200,application/javascript,640,10736
019,2026-07-31T18:57:37.0094896+09:00,2026-07-31T18:57:37.0282991+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libInclude.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libInclude.xjs.js,200,application/javascript,628,1422
020,2026-07-31T18:57:37.0162573+09:00,2026-07-31T18:57:37.0385541+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libForm.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libForm.xjs.js,200,application/javascript,625,19760
021,2026-07-31T18:57:37.0162573+09:00,2026-07-31T18:57:37.1112394+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libComm.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libComm.xjs.js,200,application/javascript,625,378691
022,2026-07-31T18:57:37.0298755+09:00,2026-07-31T18:57:37.0491846+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libGrid.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libGrid.xjs.js,200,application/javascript,625,15620
023,2026-07-31T18:57:37.0298755+09:00,2026-07-31T18:57:37.0743244+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libDate.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libDate.xjs.js,200,application/javascript,625,12454
024,2026-07-31T18:57:37.0298755+09:00,2026-07-31T18:57:37.0598861+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libCommPop.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libCommPop.xjs.js,200,application/javascript,628,10589
025,2026-07-31T18:57:37.0298755+09:00,2026-07-31T18:57:37.0481842+09:00,CONNECT,,443,sugangh.seowon.ac.kr:443,200,,6715,854
026,2026-07-31T18:57:37.0393573+09:00,2026-07-31T18:57:37.0575312+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libCheck.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libCheck.xjs.js,200,application/javascript,626,12703
027,2026-07-31T18:57:37.1212664+09:00,2026-07-31T18:57:37.1804266+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findBaseInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findBaseInfo.do?menuId=edu&pgmId=edu,200,text/xml;charset=UTF-8,924,2511
028,2026-07-31T18:57:37.1212664+09:00,2026-07-31T18:57:37.1804266+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/isLogin.do,https://sugangh.seowon.ac.kr/com/SsoCtr/isLogin.do?menuId=edu&pgmId=edu,200,text/xml;charset=UTF-8,919,954
029,2026-07-31T18:57:37.142825+09:00,2026-07-31T18:57:37.163383+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/logout_02.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/logout_02.png,200,image/png,777,1276
030,2026-07-31T18:57:37.142825+09:00,2026-07-31T18:57:37.1623859+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/connect.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/connect.png,200,image/png,775,2190
031,2026-07-31T18:57:37.142825+09:00,2026-07-31T18:57:37.1653877+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/logo/loading.gif,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/logo/loading.gif,200,image/gif,772,35660
032,2026-07-31T18:57:37.142825+09:00,2026-07-31T18:57:37.1623859+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/logo_down.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/logo_down.png,200,image/png,777,2097
033,2026-07-31T18:57:37.1653877+09:00,2026-07-31T18:57:37.1804266+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/zoomout.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/zoomout.png,200,image/png,777,3447
034,2026-07-31T18:57:37.1653877+09:00,2026-07-31T18:57:37.1804266+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/zoomin.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/zoomin.png,200,image/png,776,3506
035,2026-07-31T18:57:37.1653877+09:00,2026-07-31T18:57:37.1804266+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/print.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/print.png,200,image/png,775,1399
036,2026-07-31T18:57:37.1663909+09:00,2026-07-31T18:57:37.1804266+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/help.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/help.png,200,image/png,774,1395
037,2026-07-31T18:57:37.1824312+09:00,2026-07-31T18:57:37.2061143+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_left_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_left_d.png,200,image/png,844,1224
038,2026-07-31T18:57:37.1824312+09:00,2026-07-31T18:57:37.2031089+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/complain.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/complain.png,200,image/png,834,1486
039,2026-07-31T18:57:37.1834355+09:00,2026-07-31T18:57:37.2031089+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_right_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_right_d.png,200,image/png,845,1224
040,2026-07-31T18:57:37.1834355+09:00,2026-07-31T18:57:37.2061143+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_d.png,200,image/png,844,1217
041,2026-07-31T18:57:37.1834355+09:00,2026-07-31T18:57:37.2061143+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/depth_click.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/depth_click.png,200,image/png,835,590
042,2026-07-31T18:57:37.1834355+09:00,2026-07-31T18:57:37.2061143+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_up_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_up_d.png,200,image/png,842,1220
043,2026-07-31T18:57:37.2605926+09:00,2026-07-31T18:57:37.2876084+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/sch/sapl/saplap/saplap0100.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/sch/sapl/saplap/saplap0100.xfdl.js,200,application/javascript,706,40719
044,2026-07-31T18:57:37.3209347+09:00,2026-07-31T18:57:37.3634301+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findScomUnvfrSchdlInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findScomUnvfrSchdlInfo.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1098,271
045,2026-07-31T18:57:37.3219379+09:00,2026-07-31T18:57:37.3419898+09:00,GET,sugangh.seowon.ac.kr,/tinymce/viewer.html,https://sugangh.seowon.ac.kr/tinymce/viewer.html,200,text/html; charset=UTF-8,907,1091
046,2026-07-31T18:57:37.365432+09:00,2026-07-31T18:57:37.4131314+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsSchdlList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsSchdlList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1155,1762
047,2026-07-31T18:57:37.3664355+09:00,2026-07-31T18:57:37.5732539+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsNotcList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsNotcList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1154,177065
048,2026-07-31T18:57:37.5782059+09:00,2026-07-31T18:57:37.630163+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsNotcList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsNotcList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1161,60327
049,2026-07-31T18:57:37.6321262+09:00,2026-07-31T18:57:37.8999531+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/login/bg-edit.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/login/bg-edit.png,200,image/png,830,102477
050,2026-07-31T18:57:37.6321262+09:00,2026-07-31T18:57:37.6461631+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/logo/logo-seowon.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/logo/logo-seowon.png,200,image/png,832,6469
051,2026-07-31T18:57:37.6331294+09:00,2026-07-31T18:57:37.6461631+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_up_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_up_n.png,200,image/png,842,1220
052,2026-07-31T18:57:37.6331294+09:00,2026-07-31T18:57:37.6461631+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_down_n.png,200,image/png,844,1217
053,2026-07-31T18:57:38.56541+09:00,2026-07-31T18:57:38.6036768+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsSchdlList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsSchdlList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1142,1762
054,2026-07-31T18:57:38.5744325+09:00,2026-07-31T18:57:38.6392817+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/sch/sapl/saplap/saplap0120.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/sch/sapl/saplap/saplap0120.xfdl.js,200,application/javascript,706,36038
055,2026-07-31T18:57:38.6553191+09:00,2026-07-31T18:57:38.6946561+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findScomUnvfrSchdlInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findScomUnvfrSchdlInfo.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1098,271
056,2026-07-31T18:57:38.6966205+09:00,2026-07-31T18:57:38.7711168+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsNotcList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsNotcList.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1241,57884
057,2026-07-31T18:57:38.6966205+09:00,2026-07-31T18:57:38.7386341+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/isLogin.do,https://sugangh.seowon.ac.kr/com/SsoCtr/isLogin.do?menuId=edu&pgmId=edu,200,text/xml;charset=UTF-8,975,846
058,2026-07-31T18:57:38.6986252+09:00,2026-07-31T18:57:38.7137772+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/radiobox_c.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/radiobox_c.png,200,image/png,835,1556
059,2026-07-31T18:57:38.6986252+09:00,2026-07-31T18:57:38.7137772+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/radiobox_e.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/radiobox_e.png,200,image/png,835,1470
060,2026-07-31T18:57:38.6986252+09:00,2026-07-31T18:57:38.7137772+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/st_next02_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/st_next02_n.png,200,image/png,836,1249
061,2026-07-31T18:57:38.6986252+09:00,2026-07-31T18:57:38.7137772+09:00,CONNECT,,443,sugangh.seowon.ac.kr:443,200,,6619,854
062,2026-07-31T18:57:38.7147776+09:00,2026-07-31T18:57:38.7334329+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/essential.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/essential.png,200,image/png,873,3078
063,2026-07-31T18:57:38.7147776+09:00,2026-07-31T18:57:38.7334329+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/combo_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/combo_d.png,200,image/png,832,1225
064,2026-07-31T18:57:38.7147776+09:00,2026-07-31T18:57:38.7334329+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/map_bullet_03.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/map_bullet_03.png,200,image/png,877,3285
065,2026-07-31T18:57:38.7344271+09:00,2026-07-31T18:57:38.7511369+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/st_prev02_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/st_prev02_n.png,200,image/png,836,1244
066,2026-07-31T18:57:46.2329521+09:00,2026-07-31T18:57:46.3364561+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsLogin.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsLogin.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1264,611
067,2026-07-31T18:57:46.3384595+09:00,2026-07-31T18:57:46.3910991+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findStunoInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findStunoInfo.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1235,818
068,2026-07-31T18:57:46.394106+09:00,2026-07-31T18:57:46.4331621+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findAppcsLoginChk.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findAppcsLoginChk.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1290,427
069,2026-07-31T18:57:46.4391788+09:00,2026-07-31T18:57:46.4803959+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/topFrame2.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/topFrame2.xfdl.js,200,application/javascript,695,12420
070,2026-07-31T18:57:46.4411829+09:00,2026-07-31T18:57:46.533166+09:00,POST,sugangh.seowon.ac.kr,/com/cmsv/MenuCtr/findMenu.do,https://sugangh.seowon.ac.kr/com/cmsv/MenuCtr/findMenu.do?menuId=edu&pgmId=edu,200,text/html;charset=UTF-8,1000,1080
071,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5782378+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/combo_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/combo_n.png,200,image/png,832,1226
072,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5472043+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/rightframe/btn_close_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/rightframe/btn_close_n.png,200,image/png,837,1287
073,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5472043+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/tabframe/home_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/tabframe/home_n.png,200,image/png,869,561
074,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5517829+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/leftframe/leftcontrol_close_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/leftframe/leftcontrol_close_n.png,200,image/png,883,1236
075,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5782378+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_left_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_left_n.png,200,image/png,844,1219
076,2026-07-31T18:57:46.5361759+09:00,2026-07-31T18:57:46.5762316+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/scroll_arrow_right_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/scroll_arrow_right_n.png,200,image/png,845,1225
077,2026-07-31T18:57:46.5482069+09:00,2026-07-31T18:57:46.5608053+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/frame/portalFrame.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/frame/portalFrame.xfdl.js,200,application/javascript,697,15540
078,2026-07-31T18:57:46.5507818+09:00,2026-07-31T18:57:46.5638134+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/user.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/user.png,200,image/png,867,1259
079,2026-07-31T18:57:46.5517829+09:00,2026-07-31T18:57:46.5670505+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/timer_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/timer_n.png,200,image/png,870,1479
080,2026-07-31T18:57:46.561808+09:00,2026-07-31T18:57:46.5906832+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findBaseInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findBaseInfo.do?menuId=edu&pgmId=edu,200,text/xml;charset=UTF-8,980,2403
081,2026-07-31T18:57:46.5638134+09:00,2026-07-31T18:57:46.5782378+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/logout_02_o.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/logout_02_o.png,200,image/png,835,1284
082,2026-07-31T18:57:46.5680545+09:00,2026-07-31T18:57:46.6859423+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/sch/sapl/saplap/saplap0130.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/sch/sapl/saplap/saplap0130.xfdl.js,200,application/javascript,706,84693
083,2026-07-31T18:57:46.68895+09:00,2026-07-31T18:57:46.7326763+09:00,GET,sugangh.seowon.ac.kr,/nx/lib/libSch.xjs.js,https://sugangh.seowon.ac.kr/nx/lib/libSch.xjs.js,200,application/javascript,680,52764
084,2026-07-31T18:57:46.7417001+09:00,2026-07-31T18:57:46.7605139+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/com/div/commonGridButton.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/com/div/commonGridButton.xfdl.js,200,application/javascript,704,27573
085,2026-07-31T18:57:46.7635218+09:00,2026-07-31T18:57:46.7785574+09:00,GET,sugangh.seowon.ac.kr,/nx/contents/com/div/commonGridButton.xfdl.js,https://sugangh.seowon.ac.kr/nx/contents/com/div/commonGridButton.xfdl.js,304,,754,149
086,2026-07-31T18:57:46.8216816+09:00,2026-07-31T18:57:46.840737+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/menu_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/menu_n.png,200,image/png,831,1215
087,2026-07-31T18:57:46.8216816+09:00,2026-07-31T18:57:46.8387317+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/topframe/sitemap_03_d.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/topframe/sitemap_03_d.png,200,image/png,836,1398
088,2026-07-31T18:57:46.8266938+09:00,2026-07-31T18:57:46.8813037+09:00,POST,sugangh.seowon.ac.kr,/com/cmsv/CodeCtr/findCodeComboList.do,https://sugangh.seowon.ac.kr/com/cmsv/CodeCtr/findCodeComboList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1193,2089
089,2026-07-31T18:57:46.8853071+09:00,2026-07-31T18:57:46.9252822+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findMyGLIOList.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findMyGLIOList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1009,276
090,2026-07-31T18:57:46.9272989+09:00,2026-07-31T18:57:46.9674491+09:00,POST,sugangh.seowon.ac.kr,/com/SsoCtr/findScomUnvfrSchdlInfo.do,https://sugangh.seowon.ac.kr/com/SsoCtr/findScomUnvfrSchdlInfo.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1106,271
091,2026-07-31T18:57:46.9705503+09:00,2026-07-31T18:57:47.0274063+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findEstblDeprtList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findEstblDeprtList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1367,4326
092,2026-07-31T18:57:46.9705503+09:00,2026-07-31T18:57:47.0847772+09:00,POST,sugangh.seowon.ac.kr,/com/sapl/SaplapCtr/findCltrDomnList.do,https://sugangh.seowon.ac.kr/com/sapl/SaplapCtr/findCltrDomnList.do?menuId=M100779&pgmId=P001609,200,text/html;charset=UTF-8,1365,786
093,2026-07-31T18:57:46.9795726+09:00,2026-07-31T18:57:46.9968006+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/radiobox_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/radiobox_n.png,200,image/png,835,1414
094,2026-07-31T18:57:46.9795726+09:00,2026-07-31T18:57:46.9968006+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/search.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/search.png,200,image/png,831,1354
095,2026-07-31T18:57:46.9795726+09:00,2026-07-31T18:57:46.9968006+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/add_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/add_n.png,200,image/png,830,1423
096,2026-07-31T18:57:46.9795726+09:00,2026-07-31T18:57:46.9978032+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/delete_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/delete_n.png,200,image/png,833,1397
097,2026-07-31T18:57:46.998807+09:00,2026-07-31T18:57:47.0387331+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/excel_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/excel_n.png,200,image/png,832,1264
098,2026-07-31T18:57:46.998807+09:00,2026-07-31T18:57:47.0387331+09:00,GET,sugangh.seowon.ac.kr,/nx/_resource_/_theme_/edu/workframe/edit_n.png,https://sugangh.seowon.ac.kr/nx/_resource_/_theme_/edu/workframe/edit_n.png,200,image/png,831,1368
